player,team,position,age,club,games,minutes,goals,assists,cards_yellow,cards_red,shots,shots_on_target,goals_per_shot,goals_per_shot_on_target,minutes_per_game,fouls,fouled,offsides,crosses,interceptions,tackles_won,goals_per_90,assist_per_90,cards_per_fouls_per_90,bad_discipline,age_binned
Anass Salah-Eddine,Morocco,DF,24,PSV,4,212,0,0,0,0,1,0,0.0,0.0,53.0,3,2,0,3,0,5,0.0,0.0,0.0,0.0,21-25
Ayoub El Kaabi,Morocco,FW,32,Olympiacos,1,69,0,0,0,0,3,2,0.0,0.0,69.0,1,1,3,0,0,2,0.0,0.0,0.0,0.0,31-35
Ayoube Amaimouni,Morocco,MF,21,Frankfurt,2,18,0,0,0,0,2,1,0.0,0.0,9.0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,21-25
Ayyoub Bouaddi,Morocco,MF,18,Lille,5,381,0,0,0,0,3,0,0.0,0.0,76.0,3,6,0,0,1,3,0.0,0.0,0.0,0.0,16-20
Azzedine Ounahi,Morocco,MF,26,Girona,6,435,2,0,1,0,5,3,0.4,0.6665,73.0,3,7,0,4,1,1,0.4138,0.0,0.2069,0.2069,26-30
Bilal El Khannouss,Morocco,MF,22,Stuttgart,6,461,0,0,1,0,6,4,0.0,0.0,77.0,5,6,0,10,1,7,0.0,0.0,0.1952,0.1952,21-25
Brahim Díaz,Morocco,MF,26,Real Madrid,6,457,0,4,0,0,6,1,0.0,0.0,76.0,3,10,0,8,4,2,0.0,0.7876,0.0,0.0,26-30
Chadi Riad,Morocco,DF,22,Crystal Palace,4,344,0,1,0,0,1,0,0.0,0.0,86.0,0,1,0,0,4,1,0.0,0.2617,0.0,0.0,21-25
Chemsdine Talbi,Morocco,MF,21,Sunderland,5,179,0,1,0,0,2,0,0.0,0.0,36.0,0,1,0,9,2,2,0.0,0.503,0.0,0.0,21-25
Gessime Yassine,Morocco,MF,20,Strasbourg,3,80,1,0,0,0,2,1,0.5,1.0,27.0,2,3,0,1,1,2,1.125,0.0,0.0,0.0,16-20
Ismael Saibari,Morocco,FW,25,PSV,5,381,3,0,0,0,10,3,0.3,1.0,76.0,8,3,3,5,0,2,0.7085,0.0,0.0,0.0,21-25
Issa Diop,Morocco,DF,29,Fulham,5,476,1,0,3,0,1,1,1.0,1.0,95.0,4,1,0,0,7,1,0.1891,0.0,0.5674,0.5674,26-30
Marwane Saâdane,Morocco,DF,34,Al-Fateh,1,4,0,0,0,0,0,0,0.0,0.0,4.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Neil El Aynaoui,Morocco,MF,24,Roma,6,562,0,0,0,0,7,2,0.0,0.0,94.0,15,7,0,0,8,9,0.0,0.0,0.0,0.0,21-25
Noussair Mazraoui,Morocco,DF,28,Manchester Utd,6,477,0,0,0,0,0,0,0.0,0.0,80.0,4,6,0,3,2,8,0.0,0.0,0.0,0.0,26-30
Redouane Halhal,Morocco,DF,23,Mechelen,2,180,0,0,1,0,0,0,0.0,0.0,90.0,3,5,1,0,1,1,0.0,0.0,0.5,0.5,21-25
Samir El Mourabet,Morocco,MF,20,Strasbourg,5,81,0,0,0,0,0,0,0.0,0.0,16.0,0,1,0,1,1,1,0.0,0.0,0.0,0.0,16-20
Sofyan Amrabat,Morocco,MF,29,Real Betis,3,147,0,0,0,0,0,0,0.0,0.0,49.0,4,2,0,0,2,1,0.0,0.0,0.0,0.0,26-30
Soufiane Rahimi,Morocco,FW,30,Unattached,6,163,2,1,0,0,6,4,0.33,0.5,27.0,5,6,2,1,0,2,1.1045,0.5522,0.0,0.0,26-30
Yassine Bounou,Morocco,GK,35,Al-Hilal,6,570,0,0,0,0,0,0,0.0,0.0,95.0,0,4,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Zakaria El Ouahdi,Morocco,DF,24,Genk,1,17,0,0,0,0,0,0,0.0,0.0,17.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Bart Verbruggen,Netherlands,GK,23,Brighton,4,390,0,0,0,0,0,0,0.0,0.0,98.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Brian Brobbey,Netherlands,FW,24,Sunderland,4,223,3,0,0,0,4,3,0.75,1.0,56.0,4,3,2,1,0,1,1.211,0.0,0.0,0.0,21-25
Cody Gakpo,Netherlands,FW,27,Liverpool,4,368,3,1,0,0,10,6,0.3,0.5,92.0,3,3,3,12,2,1,0.734,0.2445,0.0,0.0,26-30
Crysencio Summerville,Netherlands,FW,24,West Ham,4,253,2,2,1,0,2,2,1.0,1.0,63.0,2,5,1,7,2,2,0.7114,0.7114,0.3557,0.3557,21-25
Denzel Dumfries,Netherlands,DF,30,Inter,4,390,0,2,0,0,5,2,0.0,0.0,98.0,6,3,1,16,1,6,0.0,0.4614,0.0,0.0,26-30
Donyell Malen,Netherlands,FW,27,Roma,3,185,0,0,0,0,4,2,0.0,0.0,62.0,0,2,0,5,0,0,0.0,0.0,0.0,0.0,26-30
Frenkie de Jong,Netherlands,MF,29,Barcelona,4,328,0,0,0,0,1,0,0.0,0.0,82.0,6,6,0,1,8,7,0.0,0.0,0.0,0.0,26-30
Guus Til,Netherlands,FW,28,PSV,1,32,0,0,0,0,0,0,0.0,0.0,32.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Jan Paul van Hecke,Netherlands,DF,26,Brighton,4,390,1,0,0,0,3,2,0.33,0.5,98.0,4,2,0,1,4,3,0.2307,0.0,0.0,0.0,26-30
Jorrel Hato,Netherlands,DF,20,Chelsea,1,35,0,0,0,0,0,0,0.0,0.0,35.0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,16-20
Justin Kluivert,Netherlands,FW,27,Bournemouth,2,27,0,0,0,0,0,0,0.0,0.0,14.0,0,2,0,1,0,0,0.0,0.0,0.0,0.0,26-30
Marten de Roon,Netherlands,DF,35,Atalanta,1,11,0,0,0,0,0,0,0.0,0.0,11.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Memphis,Netherlands,FW,32,Corinthians,3,54,0,1,1,0,0,0,0.0,0.0,18.0,1,1,0,1,0,0,0.0,1.667,1.667,1.667,31-35
Micky van de Ven,Netherlands,DF,25,Tottenham,3,265,0,0,1,0,3,1,0.0,0.0,88.0,5,1,0,2,2,3,0.0,0.0,0.3396,0.3396,21-25
Nathan Aké,Netherlands,DF,31,Manchester City,3,170,0,0,0,0,1,0,0.0,0.0,57.0,2,2,0,1,4,0,0.0,0.0,0.0,0.0,31-35
Noa Lang,Netherlands,FW,26,Galatasaray,2,8,0,0,0,0,0,0,0.0,0.0,4.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Quinten Timber,Netherlands,MF,24,Marseille,2,55,0,0,0,0,0,0,0.0,0.0,28.0,0,2,0,1,1,0,0.0,0.0,0.0,0.0,21-25
Ryan Gravenberch,Netherlands,MF,24,Liverpool,4,345,0,2,0,0,5,0,0.0,0.0,86.0,5,3,0,4,6,1,0.0,0.522,0.0,0.0,21-25
Teun Koopmeiners,Netherlands,DF,28,Juventus,4,122,0,0,0,0,2,0,0.0,0.0,31.0,3,0,0,5,1,1,0.0,0.0,0.0,0.0,26-30
Tijjani Reijnders,Netherlands,MF,27,Manchester City,3,199,0,1,0,0,4,2,0.0,0.0,66.0,0,3,1,15,2,0,0.0,0.4521,0.0,0.0,26-30
Virgil van Dijk,Netherlands,DF,34,Liverpool,4,390,1,1,0,0,2,2,0.5,0.5,98.0,2,2,0,0,3,1,0.2307,0.2307,0.0,0.0,31-35
Wout Weghorst,Netherlands,FW,33,Ajax,1,50,0,0,0,0,0,0,0.0,0.0,50.0,1,2,0,0,0,1,0.0,0.0,0.0,0.0,31-35
Ben Old,New Zealand,MF,23,Saint-Étienne,3,93,0,0,0,0,0,0,0.0,0.0,31.0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,21-25
Callan Elliot,New Zealand,DF,26,Auckland FC,1,13,0,0,0,0,0,0,0.0,0.0,13.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,26-30
Callum McCowatt,New Zealand,MF,27,Silkeborg,3,159,0,0,1,0,4,3,0.0,0.0,53.0,4,1,0,3,1,1,0.0,0.0,0.566,0.566,26-30
Chris Wood,New Zealand,FW,34,Nottingham,3,270,0,2,0,0,5,2,0.0,0.0,90.0,2,1,4,0,0,1,0.0,0.6665,0.0,0.0,31-35
Elijah Just,New Zealand,MF,26,Motherwell,3,264,3,0,1,0,7,5,0.43,0.6,88.0,3,2,0,2,2,3,1.022,0.0,0.3408,0.3408,26-30
Finn Surman,New Zealand,DF,22,Portland Timbers,3,270,1,0,0,0,2,1,0.5,1.0,90.0,4,2,0,0,4,1,0.3333,0.0,0.0,0.0,21-25
Francis de Vries,New Zealand,DF,31,Auckland FC,2,18,0,0,0,0,0,0,0.0,0.0,9.0,0,0,0,3,1,0,0.0,0.0,0.0,0.0,31-35
Jesse Randall,New Zealand,MF,23,Auckland FC,3,61,0,0,0,0,1,0,0.0,0.0,20.0,0,1,0,5,0,0,0.0,0.0,0.0,0.0,21-25
Joe Bell,New Zealand,MF,27,Viking,3,243,0,0,0,0,1,0,0.0,0.0,81.0,3,0,0,0,4,2,0.0,0.0,0.0,0.0,26-30
Liberato Cacace,New Zealand,DF,25,Wrexham,3,220,0,0,0,0,1,1,0.0,0.0,73.0,1,5,0,8,3,2,0.0,0.0,0.0,0.0,21-25
Marko Stamenic,New Zealand,MF,24,Swansea City,3,269,0,0,1,0,3,0,0.0,0.0,90.0,4,0,0,1,4,1,0.0,0.0,0.3345,0.3345,21-25
Max Crocombe,New Zealand,GK,32,Millwall,3,270,0,0,0,0,0,0,0.0,0.0,90.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Michael Boxall,New Zealand,DF,37,Minnesota Utd,3,207,0,0,0,0,0,0,0.0,0.0,69.0,2,2,0,1,2,1,0.0,0.0,0.0,0.0,36-40
Ryan Thomas,New Zealand,MF,31,Zwolle,3,83,0,0,0,0,0,0,0.0,0.0,28.0,3,3,0,1,0,2,0.0,0.0,0.0,0.0,31-35
Sarpreet Singh,New Zealand,MF,27,Wellington,3,209,0,0,1,0,4,2,0.0,0.0,70.0,2,2,0,7,0,1,0.0,0.0,0.4307,0.4307,26-30
Tim Payne,New Zealand,DF,32,Wellington,3,224,0,1,0,0,1,0,0.0,0.0,75.0,2,2,0,10,1,3,0.0,0.4019,0.0,0.0,31-35
Tyler Bindon,New Zealand,DF,21,Sheffield United,3,97,0,0,0,0,2,1,0.0,0.0,32.0,2,1,0,2,1,2,0.0,0.0,0.0,0.0,21-25
Alexander Sørloth,Norway,FW,30,Atlético Madrid,5,337,0,0,0,0,5,0,0.0,0.0,67.0,6,2,2,5,0,1,0.0,0.0,0.0,0.0,26-30
Andreas Schjelderup,Norway,FW,22,Benfica,6,252,1,3,0,0,3,2,0.33,0.5,42.0,2,3,0,4,5,3,0.3572,1.071,0.0,0.0,21-25
Antonio Nusa,Norway,FW,21,RB Leipzig,6,318,1,0,1,0,6,2,0.17,0.5,53.0,1,5,2,7,2,2,0.283,0.0,0.283,0.283,21-25
David Møller Wolfe,Norway,DF,24,Wolves,5,430,0,1,0,0,0,0,0.0,0.0,86.0,7,2,0,5,3,3,0.0,0.2094,0.0,0.0,21-25
Egil Selvik,Norway,GK,28,Watford,1,90,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Erling Haaland,Norway,FW,25,Manchester City,5,465,7,0,0,0,20,13,0.35,0.5386,93.0,5,3,0,1,1,0,1.3545,0.0,0.0,0.0,21-25
Fredrik André Bjørkan,Norway,DF,27,Bodø/Glimt,1,45,0,0,0,0,0,0,0.0,0.0,45.0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,26-30
Fredrik Aursnes,Norway,MF,30,Benfica,6,304,0,0,0,0,2,0,0.0,0.0,51.0,5,3,0,5,1,8,0.0,0.0,0.0,0.0,26-30
Henrik Falchener,Norway,DF,23,Viking,1,65,0,0,0,0,0,0,0.0,0.0,65.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,21-25
Jens Petter Hauge,Norway,DF,26,Bodø/Glimt,1,8,0,0,0,0,0,0,0.0,0.0,8.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Julian Ryerson,Norway,DF,28,Dortmund,4,223,0,0,0,0,0,0,0.0,0.0,56.0,6,1,0,15,0,8,0.0,0.0,0.0,0.0,26-30
Jørgen Strand Larsen,Norway,FW,26,Crystal Palace,2,105,0,0,0,0,2,1,0.0,0.0,53.0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,26-30
Kristian Thorstvedt,Norway,MF,27,Sassuolo,2,63,0,0,0,0,3,1,0.0,0.0,32.0,2,1,0,0,0,1,0.0,0.0,0.0,0.0,26-30
Kristoffer Ajer,Norway,DF,28,Brentford,5,480,0,0,1,0,2,1,0.0,0.0,96.0,2,1,0,1,4,8,0.0,0.0,0.1875,0.1875,26-30
Leo Østigård,Norway,DF,26,Genoa,5,146,1,0,0,0,3,1,0.33,1.0,29.0,2,2,0,0,1,3,0.616,0.0,0.0,0.0,26-30
Marcus Pedersen,Norway,DF,25,Torino,4,236,1,0,0,0,1,1,1.0,1.0,59.0,3,1,0,6,0,2,0.3813,0.0,0.0,0.0,21-25
Martin Ødegaard,Norway,MF,27,Arsenal,5,470,0,4,0,0,9,3,0.0,0.0,94.0,3,4,0,15,3,4,0.0,0.766,0.0,0.0,26-30
Morten Thorsby,Norway,MF,30,Cremonese,1,45,0,0,0,0,0,0,0.0,0.0,45.0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,26-30
Oscar Bobb,Norway,FW,22,Fulham,6,225,0,0,0,0,4,2,0.0,0.0,38.0,1,4,0,2,3,3,0.0,0.0,0.0,0.0,21-25
Patrick Berg,Norway,MF,28,Bodø/Glimt,6,445,0,2,1,0,3,0,0.0,0.0,74.0,4,2,0,11,2,7,0.0,0.4045,0.2023,0.2023,26-30
Sander Berge,Norway,MF,28,Fulham,5,480,0,0,0,0,0,0,0.0,0.0,96.0,6,2,0,1,9,4,0.0,0.0,0.0,0.0,26-30
Sondre Langås,Norway,DF,25,Derby County,1,25,0,0,0,0,0,0,0.0,0.0,25.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Thelo Aasgaard,Norway,MF,24,Rangers,1,90,1,0,0,0,2,1,0.5,1.0,90.0,0,3,0,0,3,1,1.0,0.0,0.0,0.0,21-25
Torbjørn Heggem,Norway,DF,27,Bologna,5,443,0,0,0,0,1,1,0.0,0.0,89.0,2,0,0,0,2,7,0.0,0.0,0.0,0.0,26-30
Ørjan Nyland,Norway,GK,35,Sevilla,5,480,0,0,0,0,0,0,0.0,0.0,96.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,31-35
Alberto Quintero,Panama,FW,38,Unattached,1,3,0,0,0,0,0,0,0.0,0.0,3.0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,36-40
Andrés Andrade Cedeño,Panama,DF,27,LASK,3,270,0,0,1,0,0,0,0.0,0.0,90.0,4,0,0,8,3,3,0.0,0.0,0.3333,0.3333,26-30
Aníbal Godoy,Panama,MF,36,San Diego FC,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,36-40
Azarías Londoño,Panama,MF,24,Univ Católica,3,56,0,0,0,0,1,0,0.0,0.0,19.0,1,0,0,1,1,0,0.0,0.0,0.0,0.0,21-25
Carlos Harvey,Panama,MF,26,Minnesota Utd,3,267,0,0,1,0,5,0,0.0,0.0,89.0,8,3,0,0,0,3,0.0,0.0,0.3372,0.3372,26-30
Cecilio Waterman,Panama,FW,35,U Concepción,2,76,0,0,0,0,2,1,0.0,0.0,38.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Cristian Martínez,Panama,MF,29,Unattached,3,242,0,0,0,0,1,0,0.0,0.0,81.0,5,5,1,12,1,4,0.0,0.0,0.0,0.0,26-30
César Blackman,Panama,MF,28,Unattached,2,178,0,0,1,0,2,1,0.0,0.0,89.0,2,2,1,0,1,0,0.0,0.0,0.506,0.506,26-30
Erick Davis,Panama,DF,35,Unattached,2,4,0,0,0,0,1,0,0.0,0.0,2.0,0,1,0,2,0,1,0.0,0.0,0.0,0.0,31-35
Fidel Escobar,Panama,DF,31,Unattached,1,90,0,0,0,0,0,0,0.0,0.0,90.0,1,0,0,1,1,2,0.0,0.0,0.0,0.0,31-35
Ismael Díaz,Panama,FW,29,León,2,37,0,0,0,0,6,2,0.0,0.0,19.0,0,0,2,0,0,1,0.0,0.0,0.0,0.0,26-30
Jiovany Ramos,Panama,DF,29,Puerto Cabello,2,166,0,0,0,0,2,0,0.0,0.0,83.0,2,1,0,0,3,1,0.0,0.0,0.0,0.0,26-30
Jorge Gutiérrez,Panama,DF,27,Dep. La Guaira,1,87,0,0,0,0,0,0,0.0,0.0,87.0,1,2,0,0,1,1,0.0,0.0,0.0,0.0,26-30
José Córdoba,Panama,DF,25,Norwich City,3,270,0,0,0,0,0,0,0.0,0.0,90.0,5,1,0,1,1,3,0.0,0.0,0.0,0.0,21-25
José Fajardo,Panama,FW,32,Univ Católica,3,155,0,0,1,0,1,0,0.0,0.0,52.0,4,3,1,0,0,2,0.0,0.0,0.5806,0.5806,31-35
José Luis Rodríguez,Panama,MF,27,FC Juárez,3,233,0,0,0,0,3,1,0.0,0.0,78.0,4,2,0,17,0,3,0.0,0.0,0.0,0.0,26-30
Michael Amir Murillo,Panama,DF,30,Beşiktaş,3,270,0,0,0,0,5,1,0.0,0.0,90.0,1,7,1,8,1,3,0.0,0.0,0.0,0.0,26-30
Orlando Mosquera,Panama,GK,31,Al-Fayha,3,270,0,0,0,0,0,0,0.0,0.0,90.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Tomás Rodríguez,Panama,FW,27,Unattached,2,46,0,0,0,0,1,1,0.0,0.0,23.0,3,1,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Yoel Bárcenas,Panama,MF,32,Mazatlán,3,249,0,0,1,0,2,0,0.0,0.0,83.0,3,3,0,7,2,0,0.0,0.0,0.3613,0.3613,31-35
Alexandro Maidana,Paraguay,DF,20,Talleres–C,2,55,0,0,0,0,0,0,0.0,0.0,28.0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,16-20
Andrés Cubas,Paraguay,MF,30,Vancouver,5,480,0,0,1,0,1,0,0.0,0.0,96.0,14,3,0,0,11,13,0.0,0.0,0.1875,0.1875,26-30
Antonio Sanabria,Paraguay,FW,30,Cremonese,2,83,0,0,0,0,0,0,0.0,0.0,42.0,1,2,0,0,0,2,0.0,0.0,0.0,0.0,26-30
Braian Ojeda,Paraguay,MF,25,Orlando City,1,22,0,0,0,0,0,0,0.0,0.0,22.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,21-25
Damián Bobadilla,Paraguay,MF,24,São Paulo,4,189,0,0,0,0,0,0,0.0,0.0,47.0,1,1,0,1,5,3,0.0,0.0,0.0,0.0,21-25
Diego Gómez,Paraguay,MF,23,Brighton,4,304,0,0,2,0,6,0,0.0,0.0,76.0,5,1,0,1,9,6,0.0,0.0,0.5923,0.5923,21-25
Fabián Balbuena,Paraguay,DF,34,Grêmio,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Gabriel Ávalos,Paraguay,FW,35,Independiente,4,141,0,0,0,0,1,0,0.0,0.0,35.0,1,2,0,0,0,2,0.0,0.0,0.0,0.0,31-35
Gustavo Caballero,Paraguay,FW,24,Portsmouth,2,96,0,0,0,0,1,1,0.0,0.0,48.0,2,2,1,0,0,2,0.0,0.0,0.0,0.0,21-25
Gustavo Gómez,Paraguay,DF,33,Palmeiras,5,480,0,0,0,0,2,0,0.0,0.0,96.0,3,2,1,0,2,3,0.0,0.0,0.0,0.0,31-35
Gustavo Velásquez,Paraguay,DF,35,Cerro Porteño,5,246,0,0,0,0,0,0,0.0,0.0,49.0,2,0,0,3,1,1,0.0,0.0,0.0,0.0,31-35
Isidro Pitta,Paraguay,FW,26,RB Bragantino,1,45,0,0,0,0,0,0,0.0,0.0,45.0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,26-30
José Canale,Paraguay,DF,29,Lanús,4,161,0,0,0,0,0,0,0.0,0.0,40.0,1,2,0,1,1,6,0.0,0.0,0.0,0.0,26-30
Juan Cáceres,Paraguay,DF,26,Dynamo Moskva,5,436,0,0,1,0,2,1,0.0,0.0,87.0,9,6,0,10,5,11,0.0,0.0,0.2064,0.2064,26-30
Julio Enciso,Paraguay,FW,22,Strasbourg,5,386,1,2,0,0,8,1,0.13,1.0,77.0,3,9,0,5,1,5,0.2332,0.4663,0.0,0.0,21-25
Júnior Alonso,Paraguay,DF,33,Atlético Mineiro,5,390,0,0,1,0,3,1,0.0,0.0,78.0,3,3,1,2,4,9,0.0,0.0,0.2307,0.2307,31-35
Kaku,Paraguay,MF,31,Unattached,1,11,0,0,0,0,0,0,0.0,0.0,11.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,31-35
Matías Galarza,Paraguay,MF,24,Atlanta Utd,4,388,1,1,2,0,2,1,0.5,1.0,97.0,10,9,0,4,7,11,0.2319,0.2319,0.4639,0.4639,21-25
Mauricio,Paraguay,MF,25,Palmeiras,4,173,1,0,0,0,4,3,0.25,0.3333,43.0,3,3,0,11,1,6,0.52,0.0,0.0,0.0,21-25
Miguel Almirón,Paraguay,MF,32,Atlanta Utd,4,282,0,0,1,1,4,0,0.0,0.0,71.0,2,7,0,4,3,7,0.0,0.0,0.638,1.276,31-35
Omar Alderete,Paraguay,DF,29,Sunderland,4,320,0,0,0,0,1,0,0.0,0.0,80.0,2,3,0,0,2,0,0.0,0.0,0.0,0.0,26-30
Orlando Gill,Paraguay,GK,26,San Lorenzo,5,480,0,0,0,0,0,0,0.0,0.0,96.0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Ramón Sosa,Paraguay,FW,26,Palmeiras,1,12,0,0,0,0,0,0,0.0,0.0,12.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Álex Arce,Paraguay,FW,30,Ind. Rivadavia,2,53,0,0,1,0,0,0,0.0,0.0,27.0,1,0,0,0,0,1,0.0,0.0,1.698,1.698,26-30
Bernardo Silva,Portugal,MF,31,Manchester City,4,97,0,0,2,0,1,0,0.0,0.0,24.0,3,0,0,0,1,0,0.0,0.0,1.855,1.855,31-35
Bruno Fernandes,Portugal,MF,31,Manchester Utd,5,422,0,1,0,0,9,3,0.0,0.0,84.0,2,8,1,22,0,5,0.0,0.2133,0.0,0.0,31-35
Cristiano Ronaldo,Portugal,FW,41,Al-Nassr,5,440,3,0,0,0,18,9,0.11,0.3333,88.0,2,5,6,0,1,1,0.614,0.0,0.0,0.0,
Diogo Costa,Portugal,GK,26,Porto,5,450,0,0,0,0,0,0,0.0,0.0,90.0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Diogo Dalot,Portugal,DF,27,Manchester Utd,2,65,0,0,0,0,1,0,0.0,0.0,33.0,0,1,0,1,0,2,0.0,0.0,0.0,0.0,26-30
Francisco Conceição,Portugal,MF,23,Juventus,4,126,0,0,0,0,2,0,0.0,0.0,32.0,1,2,1,3,0,2,0.0,0.0,0.0,0.0,21-25
Francisco Trincão,Portugal,FW,26,Sporting CP,1,28,0,0,0,0,1,0,0.0,0.0,28.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,26-30
Gonçalo Ramos,Portugal,FW,24,PSG,2,36,1,0,0,0,2,1,0.5,1.0,18.0,0,0,0,0,0,0,2.5,0.0,0.0,0.0,21-25
João Cancelo,Portugal,DF,32,Barcelona,5,312,0,1,0,0,3,0,0.0,0.0,62.0,6,2,1,17,5,4,0.0,0.2886,0.0,0.0,31-35
João Félix,Portugal,MF,26,Al-Nassr,3,201,0,0,0,0,6,1,0.0,0.0,67.0,3,6,0,4,3,4,0.0,0.0,0.0,0.0,26-30
João Neves,Portugal,MF,21,PSG,5,390,1,0,0,0,3,1,0.33,1.0,78.0,1,4,0,2,4,7,0.2307,0.0,0.0,0.0,21-25
Matheus Nunes,Portugal,DF,27,Manchester City,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Nuno Mendes,Portugal,DF,23,PSG,5,395,1,0,0,0,3,1,0.33,1.0,79.0,3,12,1,19,0,6,0.2279,0.0,0.0,0.0,21-25
Nélson Semedo,Portugal,DF,32,Fenerbahçe,4,127,0,0,1,0,0,0,0.0,0.0,32.0,2,2,0,3,0,0,0.0,0.0,0.7085,0.7085,31-35
Pedro Neto,Portugal,MF,26,Chelsea,5,350,0,1,0,0,1,0,0.0,0.0,70.0,4,4,0,13,0,2,0.0,0.257,0.0,0.0,26-30
Rafael Leão,Portugal,MF,27,Milan,5,158,1,1,0,0,4,1,0.25,1.0,32.0,1,2,0,7,2,0,0.57,0.57,0.0,0.0,26-30
Renato Veiga,Portugal,DF,22,Villarreal,5,450,0,0,2,0,2,0,0.0,0.0,90.0,5,3,0,0,6,1,0.0,0.0,0.4,0.4,21-25
Rúben Dias,Portugal,DF,29,Manchester City,4,360,0,0,1,0,0,0,0.0,0.0,90.0,6,3,0,0,5,3,0.0,0.0,0.25,0.25,26-30
Rúben Neves,Portugal,MF,29,Al-Hilal,2,55,0,0,0,0,2,0,0.0,0.0,28.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Samu Costa,Portugal,MF,25,Mallorca,1,21,0,0,0,0,0,0,0.0,0.0,21.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,21-25
Tomás Araújo,Portugal,DF,24,Benfica,1,90,0,0,1,0,0,0,0.0,0.0,90.0,1,0,0,0,1,0,0.0,0.0,1.0,1.0,21-25
Vitinha,Portugal,MF,26,PSG,5,376,0,0,0,0,4,0,0.0,0.0,75.0,4,5,0,1,2,0,0.0,0.0,0.0,0.0,26-30
Abdulaziz Hatem,Qatar,MF,36,Unattached,1,45,0,0,0,0,0,0,0.0,0.0,45.0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,36-40
Ahmed Al-Ganehi,Qatar,FW,25,Unattached,1,36,0,0,0,0,1,0,0.0,0.0,36.0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,21-25
Ahmed Alaaeldin,Qatar,FW,33,Unattached,2,43,0,0,0,0,1,1,0.0,0.0,22.0,1,1,0,0,0,1,0.0,0.0,0.0,0.0,31-35
Ahmed Fathy,Qatar,MF,33,Unattached,3,150,0,0,2,0,0,0,0.0,0.0,50.0,2,1,0,0,3,3,0.0,0.0,1.2,1.2,31-35
Akram Afif,Qatar,FW,29,Unattached,3,238,0,0,0,0,2,0,0.0,0.0,79.0,0,4,2,11,0,1,0.0,0.0,0.0,0.0,26-30
Al-Hashmi Al-Hussain,Qatar,MF,22,Unattached,1,32,0,0,0,0,0,0,0.0,0.0,32.0,2,2,0,0,1,2,0.0,0.0,0.0,0.0,21-25
Almoez Ali,Qatar,FW,29,Unattached,1,19,0,0,0,0,1,1,0.0,0.0,19.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,26-30
Assim Madibo,Qatar,MF,29,Unattached,2,131,0,0,0,1,0,0,0.0,0.0,66.0,2,1,0,0,4,1,0.0,0.0,0.687,2.06,26-30
Ayoub Al-Oui,Qatar,DF,21,Unattached,2,149,0,0,0,0,0,0,0.0,0.0,75.0,1,0,0,0,2,0,0.0,0.0,0.0,0.0,21-25
Boualem Khoukhi,Qatar,DF,35,Unattached,3,270,1,0,0,0,3,1,0.33,1.0,90.0,2,1,0,2,3,3,0.3333,0.0,0.0,0.0,31-35
